,num_sims,round,experiment,horizon,additive_id,base_name,ligand_name,substrate_id,yield
0,0.0,0.0,0.0,0.0,a4,MTBD,XPhos,s1,0.1696531636
1,0.0,1.0,0.0,1.0,a7,P2Et,AdBrettPhos,s13,0.01779970363
2,0.0,2.0,0.0,2.0,a20,MTBD,tBuBrettPhos,s5,0.3698776703
3,0.0,3.0,0.0,3.0,a17,BTMG,tBuBrettPhos,s7,0.01993041801
4,0.0,4.0,0.0,4.0,a17,BTMG,tBuXPhos,s3,0.3539709887
5,0.0,5.0,0.0,5.0,a7,MTBD,tBuBrettPhos,s3,0.45522443209999996
6,0.0,6.0,0.0,6.0,a10,BTMG,AdBrettPhos,s13,0.0
7,0.0,7.0,0.0,7.0,a14,BTMG,XPhos,s8,0.251224442
8,0.0,8.0,0.0,8.0,a11,MTBD,tBuBrettPhos,s4,0.007883557690000001
9,0.0,9.0,0.0,9.0,a12,MTBD,tBuXPhos,s11,0.8368183531
10,1.0,0.0,0.0,0.0,a16,BTMG,AdBrettPhos,s10,0.268260429
11,1.0,1.0,0.0,1.0,a9,P2Et,AdBrettPhos,s11,0.0
12,1.0,2.0,0.0,2.0,a1,BTMG,tBuBrettPhos,s3,0.4832439551
13,1.0,3.0,0.0,3.0,a11,BTMG,tBuBrettPhos,s1,0.0070155222799999995
14,1.0,4.0,0.0,4.0,a3,BTMG,AdBrettPhos,s7,0.0
15,1.0,5.0,0.0,5.0,a4,BTMG,tBuBrettPhos,s8,0.6806627781
16,1.0,6.0,0.0,6.0,a7,BTMG,tBuXPhos,s11,0.6593366748
17,1.0,7.0,0.0,7.0,a7,BTMG,tBuXPhos,s12,0.6371103229
18,1.0,8.0,0.0,8.0,a16,BTMG,tBuXPhos,s8,0.5771086680999999
19,1.0,9.0,0.0,9.0,a8,MTBD,XPhos,s7,0.03462173057
20,2.0,0.0,0.0,0.0,a15,BTMG,tBuXPhos,s14,0.6065973957
21,2.0,1.0,0.0,1.0,a12,MTBD,tBuBrettPhos,s10,0.8010225068
22,2.0,2.0,0.0,2.0,a16,P2Et,tBuBrettPhos,s5,0.3820230031
23,2.0,3.0,0.0,3.0,a14,BTMG,AdBrettPhos,s15,0.6480074025
24,2.0,4.0,0.0,4.0,a7,MTBD,tBuBrettPhos,s7,0.0718319285
25,2.0,5.0,0.0,5.0,a7,BTMG,AdBrettPhos,s14,0.5312382568999999
26,2.0,6.0,0.0,6.0,a4,P2Et,XPhos,s6,0.19999826269999998
27,2.0,7.0,0.0,7.0,a15,BTMG,tBuXPhos,s8,0.5719204969
28,2.0,8.0,0.0,8.0,a17,BTMG,AdBrettPhos,s15,0.5657387493
29,2.0,9.0,0.0,9.0,a18,BTMG,tBuXPhos,s4,0.0
